id,INDICIO,TIPO DE INDICIO,COLOR,MARCA,TALLA,OBSERVACIONES,LINK FOTO
436,43I,MOCHILA,NEGRO,S/D,S/D,LEYENDA COLOR BLANCO PERFECT THING QIAOJIATU,https://drive.google.com/file/d/1Kj4WVu759sh5Q29wO9t9mrn7jOz3HKnj/view?usp=sharing
437,44I,MOCHILA,"AZUL, NEGRO",S/D,S/D,LOGOTIPO DE UN PUMA Y EN INFERIOR LA LEYENDA PUMA,https://drive.google.com/file/d/1adD3fh9M1zrmDg7L_L4XUWDOyjtAynef/view?usp=sharing
438,45I,MOCHILA,NEGRO,S/D,S/D,CUENTA CON UN LLAVERO DEUN PERRO COLOR BLANCO EL CUAL TIENE LENTES COLOR AZUL,https://drive.google.com/file/d/1tBH79-am7ICnRTttYV3Z2eIrVDQv6ETI/view?usp=sharing
439,46I,MOCHILA,"NEGRO, CAFE",S/D,S/D,S/D,https://drive.google.com/file/d/1tdKrtNOJ59pkxuv789xMldTJvS6n5WSs/view?usp=sharing
440,47I,MOCHILA,"AZUL, NEGRO, BLANCO",S/D,S/D,LOGOTIPOS OH EN COLOR BLANCO,https://drive.google.com/file/d/1oyXlI66rMI5e4B0p_C5jDG1PLo0HJBac/view?usp=sharing
441,48I,MOCHILA,"GRIS, NEGRO",EVEREST,S/D,S/D,https://drive.google.com/file/d/1jD5lF0ggnYsVQT5SMNLE5XtdzEfeLe-Y/view?usp=sharing
442,49I,MOCHILA,NEGRO,NIKE,S/D,LOGOTIPO EN COLOR BLANCO DE LA MARCA NIKE,https://drive.google.com/file/d/1x9D3if01aZAN2Oq0SfD5ejv6pexQ1hpw/view?usp=sharing
443,50I,MOCHILA,"GRIS, NEGRO",S/D,S/D,LEYENDA BOY LONDON EN LA PARTE SUPERIOR E INFERIOR,https://drive.google.com/file/d/1P8CtWv7Bs66rh-qLV-LP2XP81LtuE-oO/view?usp=sharing
444,1J,MOCHILA,NEGRO,S/D,S/D,LEYENDA ADIDAS COLOR BLANCO,https://drive.google.com/open?id=1iBQuTRJSg6kQs5Mv7eJqPl4Za8KoC29c&usp=drive_copy
445,2J,MOCHILA,ROSA,S/D,S/D,ESTAMPADO DE TRES PRINCESAS DISNEY,https://drive.google.com/open?id=1AUn0st7S1eYUabGbONipScsFzJdy7jip&usp=drive_copy
446,3J,MOCHILA,NEGRO,YAO,S/D,S/D,https://drive.google.com/open?id=1Ml6O3P5-2RsHG9KvTMpkrj6tbsoLvl-u&usp=drive_copy
447,4J,MOCHILA,NEGRO,S/D,S/D,LOGOTIPO DE CONVERSE,https://drive.google.com/open?id=1RvR8Y1bp4M8h0N8xVjTfb-k4yicTawWR&usp=drive_copy
448,5J,MOCHILA,"GRIS, NEGRO",S/D,S/D,S/D,https://drive.google.com/open?id=1PhznqZuBXdYLDwQORfwRz9gTDehyJI0d&usp=drive_copy
449,6J,MOCHILA,"AZUL, GRIS",S/D,S/D,ESTAMPADO DE UN PAJARO ENCOLOR EN COLOR ROSA,https://drive.google.com/open?id=1c89vHu9QT57DZKTcacYQ58oN7MO9gFfA&usp=drive_copy
450,7.J,MOCHILA,NEGRO,S/D,S/D,S/D,https://drive.google.com/open?id=1WKKlwdieJgZzJNBA3xr4EDWNgZ9kXS8d&usp=drive_copy
451,8J,MOCHILA,"GRIS, NEGRO",SPARROWE,S/D,LEYENDA COLOR VERDE ISMAEL,https://drive.google.com/open?id=1o6lYn9tHkGGhcQBAhLDQIdSgVD6S9ljt&usp=drive_copy
452,9J,MOCHILA,AZUL,S/D,S/D,LOGOTIPO DE ADIDAS EN COLOR BLANCO,https://drive.google.com/open?id=1dD4xtNvMdKWlDgS5iU_AWNb7msDVElb2&usp=drive_copy
453,10J,MOCHILA,"GRIS, NEGRO",PUMA,S/D,ESTAMPADO DE CON LA LEYENDA PUMA ,https://drive.google.com/open?id=1dgsvJAGhlYTIsya5YWv7LcqktRpzJZja&usp=drive_copy
454,11J,MOCHILA,"GRIS, NEGRO",GAOBA,S/D,LEYENDA FASHION,https://drive.google.com/open?id=16WWW9UoJV53BkQwO3lgpT_lDp8j1u7Nw&usp=drive_copy
455,12J,MOCHILA,NEGRO,S/D,S/D,S/D,https://drive.google.com/open?id=19TE7VfEG4dw0y96Yygi9aD9dH46HbHe5&usp=drive_copy
456,13J,MOCHILA,NEGRO,S/D,S/D,HERRAJES METALICOS EN COLOR GRIS,https://drive.google.com/open?id=1bcos85vwWTeZFGBxlV3AFGxawQk8Nu2I&usp=drive_copy
457,14J,MOCHILA,"AZUL, ROJO",MARVEL,S/D,ESTAMPADO CON ANTIFAS DE OJOS BLANCOS Y TELARAÑA EN COLOR NEGRO,https://drive.google.com/open?id=1LHUTRX9DC-v3SP3_ulyhto01UVtfrV9k&usp=drive_copy
458,15J,MOCHILA,"GRIS, NEGRO",NIKE,S/D,"ESTAMPADO TIPO CAMUFLAJE, LOGOTIPO NIKE EN COLOR NEGRO",https://drive.google.com/open?id=1b2Pg1CNHSQUxsXOUWv5gz0llin6zW5Iz&usp=drive_copy
459,16J,MOCHILA,NEGRO,S/D,S/D,S/D,https://drive.google.com/open?id=11JkoEpoKbarTSTlaNA98NkcOLXNVhTVh&usp=drive_copy
460,17J,MOCHILA,"ROJO, NEGRO",UMABO,S/D,S/D,https://drive.google.com/open?id=1oP8to5lnGP5PdFeK_xlvTxXwyjzdruJH&usp=drive_copy
461,18J,MOCHILA,NEGRO,CONQUER,S/D,S/D,https://drive.google.com/open?id=1zx4ndajvQYeg8wLzSo6U6cjipEyog1YG&usp=drive_copy
462,19J,MOCHILA,"NEGRO, BLANCO",GEAR,S/D,CIERRES EN COLOR GRIS,https://drive.google.com/open?id=1-XfPS_4Nli_jeAfcrpw9GSqcQi6luz9j&usp=drive_copy
463,20J,MOCHILA,NEGRO,S/D,S/D,LOGOTIPO EN COLOR BLANCO Y LA LEYENDA ADIDAS EN COLOR ROJO,https://drive.google.com/open?id=1hWjiAvF3HLQ3lXZQUrbbOls7QnfYk6yk&usp=drive_copy
464,21J,MOCHILA,"LILA, NEGRO",S/D,S/D,"LOGOTIPO NIKE EN COLOR BLANCO, LEYENDA NIKE",https://drive.google.com/open?id=1LNsUxnqy8z5U7mOAvpoJhtRNjzfgjJEP&usp=drive_copy
465,22J,MOCHILA,"VERDE, NEGRO",S/D,S/D,"LEYENDA COLOR BLANCO LA 4T SE PINTA DE VERDE, AL INFERIOR EL DIBUJO DE UN TUCAN Y LA LEYENDA VERDE, DE PARTIDO POLITICO",https://drive.google.com/open?id=1s3glZFp8Fzx24kqjFeJ6hc6CrqzIE4TM&usp=drive_copy
466,23J,MOCHILA,BEIGE,XIUXIEBAO,S/D,"LEYENDA CON LA PALABRA SPORT, DOS BROCHES EN COLOR BLANCO AL CENTRO DE LA MOCHILA",https://drive.google.com/open?id=1v2h-cWFFRwL9sFNRvIeOaN07r6SqABP5&usp=drive_copy
467,24J,MOCHILA,NEGRO,LT,S/D,PLACA METALICA AL CENTRO CON LA LEYENTA LT,https://drive.google.com/open?id=1eVS9SG3ybN9lTSHUJxZ4j48P-iwJYj5v&usp=drive_copy
468,25J,MOCHILA,"GRIS, NEGRO",S/D,S/D,"BOLSA FRONTAL CON CIERRE HORIZONTAL, NO SE APRECIAN LOGOTIPOS",https://drive.google.com/open?id=1LwvMDym8HWM1ios9PpTtfeG9NjCkMn2H&usp=drive_copy
469,26J,MOCHILA,NEGRO,S/D,S/D,LOGOTIPO EN COLOR DORADO,https://drive.google.com/open?id=1uOpkaoeQ2Cr_r5js3AziAXyf94cZHhC0&usp=drive_copy
470,27J,MOCHILA,"CAFE, NEGRO",S/D,S/D,ESTAMPADO TIPO CAMUFLAJE,https://drive.google.com/open?id=1kGLtI-7_N2RJ_PBueKBnLGxnVmErUssa&usp=drive_copy
471,28J,MOCHILA,NEGRO,S/D,S/D,"LEYENDA GATORADE EN COLOR BLANCO, ESTAMPADO CON FORMA DE RAYPO EN COLOR NARANJA, ROJO",https://drive.google.com/open?id=1H4OdHtyFT5J9l5Hifl1weqxLh7dD5Kd0&usp=drive_copy
472,29J,MOCHILA,"CAFE, NEGRO",S/D,S/D,SE APRECIA UN ORIFICIO EN LA PARTE SUPERIOR AL CIERRE INFERIOR,https://drive.google.com/open?id=1GuT9LUU5idB26UQjM-6W6KRDnY4AATTE&usp=drive_copy
473,30J,MOCHILA,"CAFE, VERDE, NEGRO",VANSE,S/D,ESTAMPADO TIPO CAMUFLAJE CON LA LEYENDA VANSE EN COLOR BLANCO,https://drive.google.com/open?id=1qHruHYwKl4NRYya39ZRHpcsusUOjb9K-&usp=drive_copy
474,31J,MOCHILA,"BLANCO, NEGRO",JANSPORT,S/D,LEYENDA JANSPORT EN LETRAS ROJAS,https://drive.google.com/open?id=1cCxQC3nswL5HjzgrVVsEA0Z6RJVnfRwM&usp=drive_copy
475,32J,MOCHILA,BEIGE,S/D,S/D,PLACA METALICA Y CIERRES EN COLOR DORADO,https://drive.google.com/open?id=1yqk5Z0SCQ3AP4B7nkSCqciJOeQ-rilEM&usp=drive_copy
476,33J,MOCHILA,NEGRO,ADIDAS,S/D,LOGOTIPO Y 3 LINEAS HORIZONTALES EN COLOR BLANCO,https://drive.google.com/open?id=1Kfr7jW2WVdp_gNLTnqYT0NCCPfTPRAKm&usp=drive_copy
477,34J,MOCHILA,"BLANCO, NEGRO",S/D,S/D,S/D,https://drive.google.com/open?id=1zQISjM6Y7fKhmGcXnQskxIk6ZOIqscIH&usp=drive_copy
478,35J,MOCHILA,"AZUL, ROSA, MORADO, VERDE",S/D,S/D,MOCHILA DE TELA CON PATRONES IRREGULARES DE DIVEROS COLORES,https://drive.google.com/open?id=1fMjbMeXLOjHk9hgMWAdyG1pvUJkneh3U&usp=drive_copy
479,36J,MOCHILA,NEGRO,S/D,S/D,LEYENDA CERA 40 EN COLOR BLANCO,https://drive.google.com/open?id=1GOtHGQJVJeHHyPNl5yHkaAP0cmBlnAIQ&usp=drive_copy
480,37J,BOLSO,NEGRO,S/D,S/D,FIGURA DE UN PERRO Y LA LEYENDA CUIDADO CON EL PERRO EN COLOR BLANCO,https://drive.google.com/open?id=1K_heTcmMSMv2-u-OXk2ZcUFD9fxgMOaw&usp=drive_copy
481,38J,MOCHILA,"BEIGE, VERDE, NEGRO",ADIDAS,S/D,ESTAMPADO TIPO CAMUFLAJEADO CON TRES LINEAS VERTICALES EN COLOR BLANCO,https://drive.google.com/open?id=1JvkNZW0ZY8ZvTiaLMd6xtlazgR5pmq0W&usp=drive_copy
482,39J,MOCHILA,ROSA,S/D,S/D,CIERRES METALICOS EN COLOR GRIS,https://drive.google.com/open?id=1g3jkAGdxYGTEanWvlxWvw8xNBOGlMvUR&usp=drive_copy
483,40J,MOCHILA,"GRIS, CAFE",S/D,S/D,LEYENDA SPORT EN COLOR CAFE,https://drive.google.com/open?id=1G93FQ39Y6NqFofGphMSUIx3rV5LegMED&usp=drive_copy
484,41J,MOCHILA,NEGRO,YANDI,S/D,LEYEDA SPORT EN COLOR BLANCO Y LOGOTIPOI EN COLOR VERDE,https://drive.google.com/open?id=1IEpabu6FDNwItVeVQJtwsoT6f5AWmDw_&usp=drive_copy
485,42J,MOCHILA,"GRIS, NEGRO",EVEREST,S/D,LOGOTIPO Y LEYENDA EN COLOR BLANCO,https://drive.google.com/open?id=1g43BB3wOiXPyaXNddgis-NReIHkXBuPp&usp=drive_copy
486,43J,MOCHILA,"VERDE, NEGRO",S/D,S/D,"LEYENDA CUMPLIR ES NUESTRO DEBER EN COLOR BLANCO, EN EL INFERIOR UN TUCAN Y LA LEYENDA VERDE EN COLOR BLANCO",https://drive.google.com/open?id=1D7HrA28Wy_PL6WX5E0EAWx_mUbPEQDuz&usp=drive_copy
487,44J,MOCHILA,"GRIS, NARANJA",S/D,S/D,LEYENDA MI MACRO CALZADA EN COLOR BLANCO,https://drive.google.com/open?id=17QCih-vfbHjnuh3LpawcV6lB5s15mwzC&usp=drive_copy
488,45J,MOCHILA,"BEIGE, NEGRO, ROJO",DINGZ,S/D,PLACA METALICA CON LA LEYENDA DINGZ ZHANL,https://drive.google.com/open?id=11v0Zt9SBk3frIhkuPgvBjTeV4FFInSbS&usp=drive_copy
489,46J,BOLSO,"BEIGE, GRIS",S/D,S/D,ESTAMPADO DE GATO COLOR BLANCO CON AZUL,https://drive.google.com/open?id=161XvQxLpsci9idZuMmvr5_cGDe8nDLm4&usp=drive_copy
490,47J,MOCHILA,"CAFE, BEIGE",S/D,S/D,LOGOTIPO Y LEYENDA ADIDAS EN COLOR BLANCO,https://drive.google.com/open?id=1s_2LZFJB264yxrx9Jqo_OOHWAvWQOOMj&usp=drive_copy
491,48J,MOCHILA,NEGRO,S/D,S/D,HERRAJES EN COLOR DORADO,https://drive.google.com/open?id=1X2QOAhfawB3JVRhqjP5PoxgdoCUmV50o&usp=drive_copy
492,49J,MOCHILA,NEGRO,NIKE,S/D,S/D,https://drive.google.com/open?id=1KTt3GYLQccr9BUo8qZkkSzRqqnv93F4X&usp=drive_copy
493,50J,MOCHILA,"NEGRO, ROSA",S/D,S/D,S/D,https://drive.google.com/open?id=1l-mdCp02AMkBvYKvtRyRtg0lnTtIY5r2&usp=drive_copy
494,IK,MOCHILA,NEGRO,S/I,S/I,VARIOS CIERRES Y CORREAS,https://drive.google.com/file/d/1VASjyP0eEAPGmhlRlwIYJQvOkh2oBctr/view?usp=sharing
495,2K,MOCHILA,GRIS,S/I,S/I,MOCHILA DEPORTIVA VARIOS CIERRES,https://drive.google.com/file/d/1-nl5VgPABuvC4fSYFFzDvnx7S3_3sb8r/view?usp=sharing
496,3K,MOCHILA,AZUL,NIKE,S/I,MOCHILA DEPORTIVA VARIOS CIERRES,https://drive.google.com/file/d/1EQ8i8rZaC-Xxa0pMLRDlPKKdZQ6qKiH7/view?usp=sharing
497,4K,MOCHILA,"NEGRO, BLANCO",NIKE,S/I,MOCHILA DEPORTIVA,https://drive.google.com/file/d/1BcYmub0TQDJb4lWwt8qeubPyFrY_YKwu/view?usp=sharing
498,5K,MOCHILA, AZUL Y BLANCO,S/I,S/I,MOCHILA DEPORTIVA A CUADROS AZUL Y BLANCO,https://drive.google.com/file/d/1E4mKH2Lbh6JRKUp-A2FOvrd8MmDqe_FK/view?usp=sharing
499,6K,MOCHILA,NEGRA,S/I,S/I,MOCHILA NEGRA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1QCos2zJMpShvLwQT2JC-ZjiH73Y7CRz1/view?usp=sharing
500,7K,MOCHILA,CAFE /CREMA,S/I,S/I,MOCHILA CAMUFLADA,https://drive.google.com/file/d/1mcfyqDh_K9UA76RxVw4W6XlsJdxJK7dF/view?usp=sharing
501,8K,MOCHILA,NEGRA,S/I,S/I,MOCHILA DEPORTIVA NEGRA ,https://drive.google.com/file/d/1NHhu6y0xJgzwYaWv_oU3G9VZO74OkXT_/view?usp=sharing
502,9K,MOCHILA,ROSA /AZUL,S/I,S/I,MOCHILA ROSA CON AZUL VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1K5CpQiwokAgFK4SEkzFCz0EM458M7Ii9/view?usp=sharing
503,10K,MOCHILA,NEGRA,S/I,S/I,MOCHILA NEGRA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1VieWAmHwzreUNBtRfSQsCVUW3Akpl6Es/view?usp=sharing
504,11K,MOCHILA,NEGRA,REEBOK,S/I,MOCHILA DEPORTIVA,https://drive.google.com/file/d/1TsfYKdxd05-RPiZ2T2aCzu5J9ipbwmFL/view?usp=sharing
505,12K,MOCHILA,NEGRA/ BLANCO,NFL,S/I,MOCHILA NEGRA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1eR8KMD_uaUh8A0YZPDCVvu3cZkTJcFe2/view?usp=sharing
506,13K,MOCHILA,AZUL,44,S/I,MOCHILA DEPORTIVA VARIOS CIERRES,https://drive.google.com/file/d/1WpNg5yVU3qRVAR2kbyIEV-v1TVEod1zH/view?usp=sharing
507,14k,MOCHILA,GRIS / MORADO,S/I,S/I,MOCHILA DEPORTIVA SENCILLA,https://drive.google.com/file/d/16BH83y3nqnDlY0M73Y5_1Cnw6UtlqJcf/view?usp=sharing
508,15K,MOCHILA,NEGRA,EAGLE CREEK,S/I,MOCHILA NEGRA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/19GXWT5S7RU2Pn8izqcFZ4WzEOfSr1QTe/view?usp=sharing
509,16K,MOCHILA,NEGRA,UNION SPORT,S/I,MOCHILA NEGRA CAMUFLADA,https://drive.google.com/file/d/1phf59NmM8vOGSst8nIleV_Gf_IkLiVfx/view?usp=sharing
510,17K,MOCHILA,NEGRA,S/I,S/I,MOCHILA DEPORTIVA NEGRA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1konbbCYqDLgGDzsToNE6UO-PA2TFP8zu/view?usp=sharing
511,18K,MOCHILA,AZUL / NEGRO,S/I,S/I,MOCHILA DEPORTIVA DOS CIERRES,https://drive.google.com/file/d/12P7Z01bI11RyVYwSQ0xppBZY7lTeYM7q/view?usp=sharing
512,19K,MOCHILA,ROSA / NEGRO,S/I,S/I,MOCHILA NEGRA A ROMBOS ROSAS,https://drive.google.com/file/d/1bYbpgitihCHYnsl1IzHINuXbj6RKy7Z6/view?usp=sharing
513,20K,MALETA,NEGRA,S/I,S/I,MALETA NEGRA CON RUEDAS,https://drive.google.com/file/d/1UN7WgK9hKES0oJGlT7BCrCxIm4VYrANk/view?usp=sharing
514,21K,MALETA,NEGRA,S/I,S/I,MALETA NEGRA CON RUEDAS,https://drive.google.com/file/d/1lxdgzAGEiFlqE-_NLCtNtFSt1lsJQ6SU/view?usp=sharing
515,22K,MALETA,GRIS / AZUL,S/I,S/I,MALETA NEGRA CON AZUL CON RUEDAS,https://drive.google.com/file/d/1Ke1PqgC0Vj4LcxARea6N9iTxP-3PTx3a/view?usp=sharing
516,23K,MOCHILA,NEGRA ,S/I,S/I,MOCHILA NEGRA DEPORTIVA,https://drive.google.com/file/d/1_tZgAaAlBzwcSXC2G_Q0iumzUllHpnnx/view?usp=sharing
517,24K,MOCHILA,GRIS,MC. CARTHY,S/I,MOCHILA GRIS CON CIERRRES,https://drive.google.com/file/d/1kWOZrGyvX82f7KczLYuciORAIMNND1Ym/view?usp=sharing
518,25K,MOCHILA,AZUL ,GEPACK,S/I,MOCHILA AZUL VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1Kug33Oc7KnvjQoHLeVC_ri2HiYLNpTpE/view?usp=sharing
519,26K,MOCHILA,ROSA,S/I,S/I,MOCHILA ROSA CON VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1EwnAy4JqbrtwP1v1WfGwU7E9XBgOcrjD/view?usp=sharing
520,27K,MALETA,NEGRA,S/I,S/I,MALETA NEGRA CON RUEDAS,https://drive.google.com/file/d/1P4QhDQnoOndhR825KmTcYi1zeTmFvkUQ/view?usp=sharing
521,28K,MALETA,NEGRA,UNICORN,S/I,MALETA NEGRA,https://drive.google.com/file/d/1AphAWbUufCN2EOXqQD6uFbtZRPbHlUuV/view?usp=sharing
522,29K,MALETA,GRIS,TGS,S/I,MALETA GRIS SENCILLA CON RUEDAS,https://drive.google.com/file/d/1RbIa1WKZiwCDyBO0_3jEcOLhB0dBqqfO/view?usp=sharing
523,30K,MALETA,NEGRA/AMARILLO,AVIVA,S/I,MALETA NEGRA CON CIRCULOS EN COLOR AMARILLO,https://drive.google.com/file/d/1bvLTIb-lrYzYXcFumYujyX03yDgAKnbp/view?usp=sharing
524,31K,MALETA,NEGRA,S/I,S/I,MALETA NEGRA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/10_AI1nInkLm1MLQIbTvpK7LgjG6gDHoV/view?usp=sharing
525,32K,MALETA,NEGRO / ROJO,AMERICAN,S/I,MALETA NEGRO CON PARCHES ROJOS VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1gja2WNw-hzLb8iSrzaFl3qi7q9_3uAe2/view?usp=sharing
526,33K,MALETA,ROJA,S/I,S/I,MALETA ROJA DE VIAJE,https://drive.google.com/file/d/1mMLzvS6q3xohVp9LkRH6lSUzf_T0sIEE/view?usp=sharing
527,34K,MALETA,NEGRA,S/I,S/I,MALETA NEGRA DE VIAJE,https://drive.google.com/file/d/1Z0wCVJpJp_GmRNPd7BBLpP57LE1SraS5/view?usp=sharing
528,35K,MALETA ,ROJA,S/I,S/I,MALETA ROJA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/12TBv40H0G5Cyg5uOwTAE4K-Owm2n_TLV/view?usp=sharing
529,36K,MALETA ,AZUL ,S/I,S/I,MALETA AZUL CON RUEDAS,https://drive.google.com/file/d/1MsKUvxJVTH8F8YBnyh666tU4uNhFUyUR/view?usp=sharing
530,37K,MALETA,ROJA,S/I,S/I,MALETA ROJA CON EDIBUJOS EN BLANCO,https://drive.google.com/file/d/1iVmoHjWFifIhFyMaQ0dnSkx3k6ceBsLH/view?usp=sharing
531,38K,MALETA,NEGRA,S/I,S/I,MALETA NEGRA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1Y-Fj0XRUwkoAMk-2V1Ugmmql2L9CbT4i/view?usp=sharing
532,39K,MALETA ,NEGRA,RED STAR,S/I,MALETA NEGRA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1sptcUkgLondyxztgEfj8GQNOgMad6Ut1/view?usp=sharing
533,40K,MALETA,NEGRA,CHARLY,S/I,MALETA NEGRA DEPORTIVA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1wmnyKGSws2BM8plaeA88JEBuRx1QqjIs/view?usp=sharing
534,41K,MALETA,NEGRA,S/I,S/I,MALETA NEGRA DEPORTIVA VARIOS COMPARTIMENTOS,https://drive.google.com/file/d/1NdacVOAiAHZ6fTFWuVjES2DRCM8TXqg3/view?usp=sharing
535,42K,MOCHILA,NEGRA,S/I,S/I,MOCHILA DEPORTIVA SENCILLA,https://drive.google.com/file/d/1xOanbxZTVWrNuuVaAdNnWJqKdCq-xA_7/view?usp=sharing
536,1L,CALZADO,BLANCO,ADIDAS,S/I,CINTAS GRIS,https://drive.google.com/open?id=1XxhxYdwjjLnT3c3iepYjtASmA_L4_orR&usp=drive_copy
537,2L,CALZADO,CAFÉ,S/I,S/I,CINTAS CAFÉS,https://drive.google.com/open?id=1SWK7sb1aWO-TnBA0XisXQr-OPyYTWp-x&usp=drive_copy
538,3L,CALZADO,CAFÉ,S/I,S/I,CINTAS CAFÉS,https://drive.google.com/open?id=18KqxDKHxBcjTEzvqsGQeZwtD3eCfGif9&usp=drive_copy
539,4L,CALZADO,BLANCO,JORDAN,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1_JMgGBvL0Xfm8_XTF90UaimmExRhdKb4&usp=drive_copy
540,5L,CALZADO,NEGRO,REEBOK,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1E5OKsNbUdW9YQFjsGMZEsaygg2zu7N17&usp=drive_copy
541,6L,CALZADO,BLANCO,NIKE,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1ObNNnNn6q2qveQ52tLCoroX0YSpUJSMd&usp=drive_copy
542,7L,CALZADO,BLANCO,PUMA,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1GOOVtMBc9HRL7mZpMMxQU33YsuywZPwO&usp=drive_copy
543,8L,CALZADO,NEGRO,S/I,S/I,LÍNEAS GRISES ,https://drive.google.com/open?id=1arnk3YofHWaFDXrUdc9zM2VZN2Udzfem&usp=drive_copy
544,9L,CALZADO,BLANCO ,TOMMY HILFIGER,S/I,LENGÜETA AZUL,https://drive.google.com/open?id=10eh2ylZkf17VVY1Pm7ml9e9ijfJFV3v6&usp=drive_copy
545,10L,CALZADO,BLANCO,PUMA,S/I,LENGÜETA VERDE,https://drive.google.com/open?id=1xJG0RaC2Pj3Suje_m4WkXb4VImOIWkrE&usp=drive_copy
546,11L,CALZADO,NEGRO-BLANCO-MORADO,NIKE,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1i7nr5p0J4iywmPpHN2b9TRQJ8bqrs_lB&usp=drive_copy
547,12L,CALZADO,BLANCO,NIKE,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1v51tyBHvrkfGvHpN8SZWiFIwZacwXp_J&usp=drive_copy
548,13L,CALZADO,BEIGE-NEGRO-BLANCO,ADIORA,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1MpwLXcllliO6FZ4U8N5TLu7iwWJqFjVY&usp=drive_copy
549,14L,CALZADO,NEGRO,NIKE,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1z7SwJ5_T8w2ltEmtfnNBMjqvOroVw6nK&usp=drive_copy
550,15L,CALZADO,NEGRO,PUMA,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1dhF_1V0z13SHi1RgU1_SeseCnYF-Uexs&usp=drive_copy
551,16L,CALZADO,NEGRO,NIKE,S/I,SIN CINTAS,https://drive.google.com/open?id=1H_UtG3oYp6cqn011yYHngs7O5BDdIra7&usp=drive_copy
552,17L,CALZADO,BLANCO,JORDAN,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=10dd20Ukf4rTFLRtES10ZrUV2S_l0ALGS&usp=drive_copy
553,18L,CALZADO,BLANCO,NIKE,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1myjENP28id5M1Nw5lfuAHF4-o3FwDYog&usp=drive_copy
554,19L,CALZADO,BLANCO,CHARLY,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1VFaJak-szD826P3QzqKdIicdNvYCqoG9&usp=drive_copy
555,20L,CALZADO,BLANCO-NEGRO,NIKE,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1woBaKevZlb3lmnhSVdBDBUvt4yFWvYW-&usp=drive_copy
556,21L,CALZADO,BLANCO,NIKE,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1Npcl-caZ6rdTCG9XDxhxtasJLk8MQhzE&usp=drive_copy
557,22L,CALZADO,NEGRO,S/I,S/I,BOTÍN,https://drive.google.com/open?id=1hwaMVJo-G9fvkxU08HemSbIBQ2kmAclP&usp=drive_copy
558,23L,CALZADO,CAFÉ,GUCCI,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1evThpJz67N0-ducA4tsvk0mgfQTFwTED&usp=drive_copy
559,24L,CALZADO,BLANCO-AZUL,NIKE,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1jT5bJVq8ufEciCdpQIXiXZWj7TRobtSA&usp=drive_copy
560,25L,CALZADO,NEGRO,S/I,S/I,TACÓN,https://drive.google.com/open?id=1BTRuxrXDL-YnFQ4EDNAco_QfUZsusB9x&usp=drive_copy
561,26L,CALZADO,ROJO-BLANCO-NEGRO,NIKE,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1PZsHdKbrN-10h0cUkie0g_nLQyrxlXxa&usp=drive_copy
562,27L,CALZADO,NEGRO,S/I,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1ZCY2OHFYSQNFXUvz3N_z-HcV5hDoG2he&usp=drive_copy
563,28L,CALZADO,NEGRO,MAMÁ LOLA,S/I,TACÓN,https://drive.google.com/open?id=1sAUE9L6jdyfM1UCoN6-rHUAhTy0MlDp0&usp=drive_copy
564,29L,CALZADO,BLANCO - GRIS,S/I,S/I,CINTAS BLANCAS Y NEGRO,https://drive.google.com/open?id=1DDQHhMX_T3p192xU0F2SrPOlPZR0qXWo&usp=drive_copy
565,30L,CALZADO,NEGRO,TOMMY HILFIGER,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1c5tv57Yq-_hWgZpXf3fe5yw8imOE2-wd&usp=drive_copy
